"product_key","product_id","name","category","brand","department"
1273892,8189,"ICE (2359) lined chelsea beaded pencil skirt black sizes 8-18","Suits","Ice","Women"
1273893,8191,"ICE (6230) smart pencil skirt suit black shadow stripe sizes 10-20","Suits","Ice","Women"
1273894,8194,"ICE (2328) pencil skirt stretch satin + FREE belt black size 6-16","Suits","Ice","Women"
1273895,8195,"ICE (6235) smart tailored trouser suit dark grey sizes 10-20","Suits","Ice","Women"
1273896,8197,"ICE (2347) Pencil Skirt Stretch Sateen + Free Belt Silver Grey Size 6-16","Suits","Ice","Women"
1273897,8199,"ICE (2360) smart fully lined suit pencil skirt texture dark grey sizes 10-20","Suits","Ice","Women"
1273898,8208,"ICE (2347) pencil skirt stretch sateen + FREE belt black size 6-16","Suits","Ice","Women"
1273899,8209,"ICE (2356) towie stretch pencil skirt olympic red 4-16","Suits","Ice","Women"
1273900,70,"LnA Women's Beach Raglan Sweater","Tops & Tees","LNA","Women"
1273901,791,"LnA Women's Alexandrine Sweater","Sweaters","LNA","Women"
1273902,2060,"Next Level Apparel Ladies Juniors' Soft Thermal Hoodie T-Shirt. 8021","Fashion Hoodies & Sweatshirts","NLA","Women"
1273903,1935,"QSW Women's Native Cocoon Hoodie","Fashion Hoodies & Sweatshirts","QSW","Women"
1273904,1972,"QSW Women's Seabreeze Wrap","Fashion Hoodies & Sweatshirts","QSW","Women"
1273905,2349,"QSW Women's Sand Dunes Hoodie Sweater","Fashion Hoodies & Sweatshirts","QSW","Women"
1273906,6529,"QSW Women's Hannah's Vintage Cutoff Short","Shorts","QSW","Women"
1273907,12746,"TYR Sport Women's Solid Diamondback Swim Suit","Swim","TYR","Women"
1273908,12750,"TYR Sport Women's Firerock Diamondback Swim Suit","Swim","TYR","Women"
1273909,12757,"TYR Sport Women's Solid Maxback Swim Suit","Swim","TYR","Women"
1273910,12762,"TYR Sport Women's Solid Durafast Diamondback Workout Bikini","Swim","TYR","Women"
1273911,12768,"TYR Sport Women's Solid Diamondback Workout Bikini Swim Suit","Swim","TYR","Women"
1273912,12794,"TYR Sport Women's Solid Durafast Maxback Swim Suit","Swim","TYR","Women"
1273913,12803,"TYR Sport Women's Reversible Solid Diamondback Swim Suit","Swim","TYR","Women"
1273914,12807,"TYR Alliance Maxback Women's Suit","Swim","TYR","Women"
1273915,12815,"TYR Sport Women's Durafast Diamondback With Stripping Swim Suit","Swim","TYR","Women"
1273916,12850,"TYR Sport Women's Alliance Durafast Splice Diamondback Swim Suit","Swim","TYR","Women"
1273917,12967,"TYR Sport Women's Aurora Maxback Swim Suit","Swim","TYR","Women"
1273918,13052,"TYR Sport Girls' Solid Durafast Maxback Swim Suit","Swim","TYR","Women"
1273919,13077,"TYR Sport Women's Universe Diamondback Swim Suit","Swim","TYR","Women"
1273920,13190,"TYR Sport Women's Reversible Solid Maxback Swim Suit","Swim","TYR","Women"
1273921,13312,"TYR Sport Women's Great White Diamondback Swim Suit","Swim","TYR","Women"
1273922,13350,"TYR Sport Women's Alliance Durafast Splice Diamondback Swim Suit","Swim","TYR","Women"
1273923,27445,"TYR Sport Men's Square Leg Short Swim Suit","Swim","TYR","Men"
1273924,27457,"TYR Sport Men's Solid Durafast Jammer Swim Suit","Swim","TYR","Men"
1273925,27466,"TYR Sport Men's Swim Short/Resistance Short Swim Suit","Swim","TYR","Men"
1273926,27481,"TYR Alliance Team Splice Jammer","Swim","TYR","Men"
1273927,27487,"TYR Sport Men's 4-Inch Nylon Trainer-A Swim Suit","Swim","TYR","Men"
1273928,27510,"TYR Sport Men's Solid Jammer Swim Suit","Swim","TYR","Men"
1273929,27529,"TYR Sport Men's Poly Mesh Trainer Swim Suit","Swim","TYR","Men"
1273930,27537,"TYR Sport Men's Alliance Durafast Splice Square Leg Swim Suit","Swim","TYR","Men"
1273931,27552,"TYR Sport Men's Solid Racer Swim Suit","Swim","TYR","Men"
1273932,27599,"TYR Sport Men's 8-Inch Nylon Team Trainer Swim Suit","Swim","TYR","Men"
1273933,27674,"TYR Sport Men's Firerock Splice Jammer Swim Suit","Swim","TYR","Men"
1273934,27812,"TYR Sport Men's Solid Durafast Racer Swim Suit","Swim","TYR","Men"
1273935,27960,"TYR Sport Men's Firerock Splice Racer Swim Suit","Swim","TYR","Men"
1273936,27976,"TYR Sport Men's Alliance Durafast Splice Racer Swim Suit","Swim","TYR","Men"
1273937,28039,"TYR Sport Men's Universe Racer","Swim","TYR","Men"
1273938,28167,"TYR Sport Men's Universe Splice Jammer","Swim","TYR","Men"
1273939,28204,"TYR Sport Men's Great White Epic Splice Jammer Swim Suit","Swim","TYR","Men"
1273940,1513,"VIP Womens Bright Crochet Pullover Sweater","Sweaters","VIP","Women"
1273941,3580,"VIP Womens Ladies Belted Pleated Skater Party Dress","Dresses","VIP","Women"
1273942,4330,"YMI Juniors Five Pocket Jegging Jean","Jeans","YMI","Women"
1273943,4474,"YMI Juniors Floral Skinny","Jeans","YMI","Women"
1273944,4477,"YMI Belted Flare Leg Jeans [P466255-B1093]","Jeans","YMI","Women"
1273945,4889,"YMI Sandblasted Stretch Skinny Jeans [P139657]","Jeans","YMI","Women"
1273946,4946,"YMI Juniors Fleur De Lis Capri Jean","Jeans","YMI","Women"
1273947,4983,"YMI Stretch Bootcut Jeans W/ Button-Flap Pockets [P362075]","Jeans","YMI","Women"
1273948,6332,"YMI Juniors Heavy Stitch Bermuda","Shorts","YMI","Women"
1273949,6361,"YMI Stretch 5-Pocket Denim Bermuda Shorts [M66169]","Shorts","YMI","Women"
1273950,6463,"YMI Juniors Colored Denim Short","Shorts","YMI","Women"
1273951,6583,"YMI Cuffed Denim Shorts W/ Wide Waistband [S101437]","Shorts","YMI","Women"
1273952,6591,"YMI Juniors Embroidered Short","Shorts","YMI","Women"
1273953,6793,"YMI Stretch Distressed & Frayed Denim Shorts","Shorts","YMI","Women"
1273954,25089,"3 - Prs. 5.11 Tactical 9 inch Socks Black","Socks","5.11","Men"
1273955,29099,"Beza Geneva Money Clamp Black Matte with Wallet","Accessories","Beza","Men"
1273956,3212,"Bobi Women's Modal Jersey Cowl Neck Dress","Dresses","Bobi","Women"
1273957,3351,"Bobi Women's Supreme Jersey Cutout Sleeve Dress","Dresses","Bobi","Women"
1273958,15178,"Boob Designs Fast Food Nursing Bra","Maternity","Boob","Women"
1273959,24721,"ECCO Men's Cushion Mercerized Cotton Sock","Socks","ECCO","Men"
1273960,24771,"ECCO Men's Crew Golf Cushion With Mesh Top Sock","Socks","ECCO","Men"
1273961,25335,"ECCO Men's 3-Pack Solid Rib Cushion Sock","Socks","ECCO","Men"
1273962,25341,"ECCO Men's Single Cushioned Crew Socks","Socks","ECCO","Men"
1273963,12710,"Echo Design Women's Crinkle Shirt Dress","Swim","ECHO","Women"
1273964,12717,"Echo Design Women's Solid Ruched One Piece","Swim","ECHO","Women"
1273965,12720,"Echo Design Women's Solid Open Shoulder Dress","Swim","ECHO","Women"
1273966,12721,"Echo Design Women's Braided Halter Dress","Swim","ECHO","Women"
1273967,12734,"Echo Design Women's Loco Stripe Short Caftan","Swim","ECHO","Women"
1273968,12918,"Echo Design Women's Batik Leaves Butterfly Tunic","Swim","ECHO","Women"
1273969,12974,"Echo Design Women's Graphic Diamonds Tunic With Beads","Swim","ECHO","Women"
1273970,13015,"Echo Design Women's Solid Butterfly With Braided Ties","Swim","ECHO","Women"
1273971,13126,"Echo Design Women's Metallic Stripe Butterfly Tunic","Swim","ECHO","Women"
1273972,13152,"Echo Design Women's Silk Beach Cover Up Dress Shirt","Swim","ECHO","Women"
1273973,13184,"Echo Design Women's Mambo Circles Keyhole Tunic","Swim","ECHO","Women"
1273974,13226,"Echo Design Women's Solid Low Back One Piece","Swim","ECHO","Women"
1273975,13284,"Echo Design Women's Sundial Pareo","Swim","ECHO","Women"
1273976,13353,"Echo Design Women's Cheetah Dress With Ties","Swim","ECHO","Women"
1273977,13475,"Echo Design Women's Mediterranean Stripe Butterfly Tunic","Swim","ECHO","Women"
1273978,13489,"Echo Design Women's Cheetah Butterfly Tunic","Swim","ECHO","Women"
1273979,13499,"Echo Design Women's Asymmetrical T-Shirt Cover-Up","Swim","ECHO","Women"
1273980,13568,"Echo Design Women's Palm Leaf Butterfly Coverups","Swim","ECHO","Women"
1273981,13952,"Echo Design Women's Basic Touch Glove","Accessories","ECHO","Women"
1273982,14032,"Echo Design Women's Knit Touch Glove And Earbuds Music Set","Accessories","ECHO","Women"
1273983,14109,"Echo Design Women's Touch Ruched Gloves","Accessories","ECHO","Women"
1273984,14139,"Echo Design Women's Racking Stitch Newsboy Hat","Accessories","ECHO","Women"
1273985,14232,"Echo Design Women's Echo Touch Warmers Knit Glove","Accessories","ECHO","Women"
1273986,14234,"Echo Design Women's Sculptural Pleats Muffler","Accessories","ECHO","Women"
1273987,15981,"Echo Design Women's Knit Touch Glove And Earbuds Music Set","Plus","ECHO","Women"
1273988,28627,"Echo Design Men's Warmers Touch Glove","Accessories","ECHO","Men"
1273989,23312,"ERGO Clothing Scratch Board Short - Men's","Shorts","ERGO","Men"
1273990,27003,"Navy Satin Bath Robe for Men","Sleep & Lounge","Easy","Men"
1273991,17483,"Howe Men's Agenda Surrender Hoodie","Fashion Hoodies & Sweatshirts","Howe","Men"
1273992,20265,"Howe Men's Everything Changes Blazer","Suits & Sport Coats","Howe","Men"
1273993,20495,"Howe Men's Personal Jesus Blazer","Suits & Sport Coats","Howe","Men"
1273994,22561,"Howe Men's The Finest Pant","Pants","Howe","Men"
1273995,22622,"Hause Of Howe  Men's The Finest Plaid Trouser","Pants","Howe","Men"
1273996,22462,"JSLV The Worker Pants in Chocolate","Pants","JSLV","Men"
1273997,15917,"Keds Popcorn Socks in 3 Pack Different Style Great Colors","Plus","Keds","Women"
1273998,12216,"Lace Bra and Panty Set Neon Pink Neon Yellow Black","Intimates","Kiss","Women"
1273999,12217,"Set: Mini Heart Bra and Sexy Lace Bottom Panty","Intimates","Kiss","Women"
1274000,9674,"Lanz Originals Women's Knit and Lace Sleeveless Short Gown","Sleep & Lounge","Lanz","Women"
1274001,3860,"Junior's Halter Dress with Round Buckle","Dresses","MW22","Women"
1274002,5602,"Womens Tuxedo Trouser - Polyester Double Pleated Straight Waist","Pants & Capris","Mina","Women"
1274003,7337,"100 % Polyester Tuxedo Skirts Black-Your Choice Mid Length (Left Hand Side) or Full Length (Right Hand Side)","Skirts","Mina","Women"
1274004,17691,"NOTW Edgy Pullover Hoodie","Fashion Hoodies & Sweatshirts","NOTW","Men"
1274005,17981,"Obey The Trademark Zip Hood in Jet Black","Fashion Hoodies & Sweatshirts","Obey","Men"
1274006,18011,"Obey Printing Press Hoodie Heather Charcoal Mens","Fashion Hoodies & Sweatshirts","Obey","Men"
1274007,27630,"Onia Men's Calder 7.5 Swim Shorts","Swim","Onia","Men"
1274008,27946,"Onia Men's Spanish Calder Swim Shorts","Swim","Onia","Men"
1274009,2935,"Pony Women's 6-Pairs Athletic Low Cut Socks - Many Cute Patterns","Active","Pony","Women"
1274010,17702,"Ride Logo Mens Pullover Hoodie Electric Blue Sz S","Fashion Hoodies & Sweatshirts","Ride","Men"
1274011,27912,"2EROS - S03-07 - ICON2 Low Rise Quick Dry Swim Shorts - Black Mystic Pink or Blue","Swim","2EROS","Men"
1274012,9326,"Acorn Grippy Versafit Socks","Socks & Hosiery","ACORN","Women"
1274013,132,"Asics Women's Core Long Sleeve Shirt","Tops & Tees","ASICS","Women"
1274014,191,"Asics Women's Core Short Sleeve Shirt","Tops & Tees","ASICS","Women"
1274015,271,"ASICS Women's Circuit 7 Singlet","Tops & Tees","ASICS","Women"
1274016,306,"Asics Women's Favorite Long Sleeve Shirt","Tops & Tees","ASICS","Women"
1274017,567,"ASICS Women's Competition Long Sleeve","Tops & Tees","ASICS","Women"
1274018,634,"ASICS Women's Rib I Tech 1/2 Zip Pullover","Tops & Tees","ASICS","Women"
1274019,2480,"ASICS Women's Performance Running Capri Tight","Active","ASICS","Women"
1274020,2493,"ASICS Women's Intensity Low Sock","Active","ASICS","Women"
1274021,2548,"ASICS Women's Low Cut Short","Active","ASICS","Women"
1274022,2578,"Asics Women's Core Short Sleeve Shirt","Active","ASICS","Women"
1274023,2595,"ASICS Women's Circuit 7 Warm-Up Long Sleeve Short","Active","ASICS","Women"
1274024,2677,"ASCIS Hydrology Low Socks (Pack of 3)","Active","ASICS","Women"
1274025,2691,"ASCIS Intensity Low Socks (Pack of 3)","Active","ASICS","Women"
1274026,2739,"ASICS Women's Hydrology Low Sock","Active","ASICS","Women"
1274027,2747,"Asics Women's Favorite Long Sleeve Shirt","Active","ASICS","Women"
1274028,2796,"ASCIS Cushion Low Socks (Pack of 3)","Active","ASICS","Women"
1274029,2875,"ASICS Women's Field Skirt","Active","ASICS","Women"
1274030,2923,"ASICS Women's Ready Set Long Sleeve Top","Active","ASICS","Women"
1274031,2986,"ASICS Women's Ready Set Short Sleeve Top","Active","ASICS","Women"
1274032,2991,"ASICS Women's Intensity Quarter Sock","Active","ASICS","Women"
1274033,2992,"Asics Women's Core Tank","Active","ASICS","Women"
1274034,3028,"ASICS Women's Team Split Short","Active","ASICS","Women"
1274035,8754,"ASICS Women's Thermopolis LT Jacket","Outerwear & Coats","ASICS","Women"
1274036,11058,"ASICS Women's Stride Running Brief","Intimates","ASICS","Women"
1274037,12856,"Womens ASICS Aneka Boardshort Unlined Shorts","Swim","ASICS","Women"
1274038,13710,"ASICS Unisex Adult Thrmopolis LT Beanie","Accessories","ASICS","Women"
1274039,14345,"ASICS Women's Legato II Tight","Maternity","ASICS","Women"
1274040,15448,"ASICS Unisex Adult Thrmopolis LT Beanie","Plus","ASICS","Women"
1274041,16875,"ASICS Men's Favorite Short Sleeve Top","Tops & Tees","ASICS","Men"
1274042,18132,"ASICS Men's Myles II Running Tight","Active","ASICS","Men"
1274043,18154,"ASICS Men's Myles II Running Pant","Active","ASICS","Men"
1274044,18163,"ASICS Men's Asics Core Long Sleeve Top","Active","ASICS","Men"
1274045,18290,"ASICS Men's Running Compression Long Sleeve","Active","ASICS","Men"
1274046,18418,"ASICS Men's Team Medley Tight","Active","ASICS","Men"
1274047,18451,"ASICS Men's Favorite Long Sleeve Top","Active","ASICS","Men"
1274048,18464,"ASICS Men's Circuit 7 Warm-Up Long Sleeve Short","Active","ASICS","Men"
1274049,18767,"Asics Men's Core Tank","Active","ASICS","Men"
1274050,18768,"ASICS Men's ASX Boxer","Active","ASICS","Men"
1274051,18773,"ASICS Men's Favorite Short Sleeve Top","Active","ASICS","Men"
1274052,18794,"ASICS Men's Ready Set Singlet","Active","ASICS","Men"
1274053,25824,"ASICS Men's ASX Boxer","Underwear","ASICS","Men"
1274054,28486,"ASICS Unisex Adult Thrmopolis LT Beanie","Accessories","ASICS","Men"
1274055,21084,"Agave Men's Waterman Relaxed Grey Jean","Jeans","Agave","Men"
1274056,21266,"Agave Men's Waterman Relaxed Soft Jean","Jeans","Agave","Men"
1274057,21412,"Agave Men's Waterman Relaxed Fit Straight Leg Jean","Jeans","Agave","Men"
1274058,5058,"Ariat 9437 Women's Double Trouble Boyfriend Sugar Devil","Jeans","Ariat","Women"
1274059,9107,"Ariat 9398 Women's Western Boot Knee High Sock Pink","Socks & Hosiery","Ariat","Women"
1274060,20746,"Ariat 7775 Men's M4 Low Rise Boot Tabac","Jeans","Ariat","Men"
1274061,20765,"Ariat 8403 Men's M4 Low Rise Boot Scoundrel","Jeans","Ariat","Men"
1274062,20842,"Ariat 8398 Men's M2 Relaxed Granite","Jeans","Ariat","Men"
1274063,20898,"Men's Ariat Relaxed Fit Lower Rise M3 Athletic Jeans","Jeans","Ariat","Men"
1274064,21208,"Ariat 8402 Men's M4 Low Rise Boot Roadhouse","Jeans","Ariat","Men"
1274065,21218,"Ariat 10328 Men's M3 Horizon Gunsmoke","Jeans","Ariat","Men"
1274066,21499,"Ariat 9425 Men's M4 Low Rise Boot Blue Canyon","Jeans","Ariat","Men"
1274067,21559,"AriatÂ® M4 Skirmish Relaxed Low Rise Jean for M","Jeans","Ariat","Men"
1274068,22285,"Ariat 7308 Men's Heritage Front Zip","Pants","Ariat","Men"
1274069,18447,"C-IN2 Men's Pop Color Street Jock","Active","C-IN2","Men"
1274070,18559,"C-IN2 Men's Core Basic Strap Jock","Active","C-IN2","Men"
1274071,18757,"C-IN2 Men's Move Plank Short","Active","C-IN2","Men"
1274072,25576,"C-IN2 Men's Pop Color Lo No Show Profile Brief","Underwear","C-IN2","Men"
1274073,25717,"C-IN2 Men's Pop Colors Army Trunk","Underwear","C-IN2","Men"
1274074,25720,"C-IN2 Men's Prime Lo No Show Profile Brief","Underwear","C-IN2","Men"
1274075,25746,"C-IN2 Men's Zen Street Jock Strap","Underwear","C-IN2","Men"
1274076,25771,"C-IN2 Men's Prime Long John","Underwear","C-IN2","Men"
1274077,25820,"C-IN2 Men's Prime Square Neck Tank Top","Underwear","C-IN2","Men"
1274078,25829,"C-IN2 Men's Zen Tank Top","Underwear","C-IN2","Men"
1274079,25834,"C-IN2 Men's Zen Army Trunk","Underwear","C-IN2","Men"
1274080,25848,"C-IN2 Men's Zen Slider Brief","Underwear","C-IN2","Men"
1274081,25856,"C-IN2 Men's Prime Army Boxer Brief","Underwear","C-IN2","Men"
1274082,25890,"C-IN2 Men's Filthy Jock Brief","Underwear","C-IN2","Men"
1274083,25909,"C-IN2 Men's Pop Color Square Neck Tank Top","Underwear","C-IN2","Men"
1274084,25911,"C-IN2 Men's Filthy V-Neck Short Sleeve Tee","Underwear","C-IN2","Men"
1274085,25949,"C-IN2 Men's Hand Me Down Ringer Tank Top","Underwear","C-IN2","Men"
1274086,25991,"C-IN2 Men's Grip Profile Brief","Underwear","C-IN2","Men"
1274087,26013,"C-IN2 Men's Hand Me Down Army Trunk","Underwear","C-IN2","Men"
1274088,26051,"C-IN2 Men's Prime Punt Boxer Brief","Underwear","C-IN2","Men"
1274089,26094,"C-IN2 Men's Pop Color Deep V-Neck Tee","Underwear","C-IN2","Men"
1274090,26115,"C-IN2 Men's Core Basic Profile Brief","Underwear","C-IN2","Men"
1274091,26150,"C-IN2 Men's Core Basic Tank Top","Underwear","C-IN2","Men"
1274092,26155,"C-IN2 Men's Core Basic Thong","Underwear","C-IN2","Men"
1274093,26161,"C-IN2 Men's Core Basic Runner Short","Underwear","C-IN2","Men"
1274094,26164,"C-in2 Men's Core Profile Brief","Underwear","C-IN2","Men"
1274095,26226,"C-IN2 Men's Core Basic Long Underwear","Underwear","C-IN2","Men"
1274096,26249,"C-IN2 Men's Zen Crew Neck Tee","Underwear","C-IN2","Men"
1274097,26264,"C-IN2 Men's Filthy Lo No Show Brief","Underwear","C-IN2","Men"
1274098,26265,"C-IN2 Men's Prime Deep V-neck Tee","Underwear","C-IN2","Men"
1274099,26269,"C-in2 Men's Core Basic Lo No Show Profile Brief with Sling","Underwear","C-IN2","Men"
1274100,26270,"C-IN2 Men's Zen Strong Arm V-Neck T-Shirt","Underwear","C-IN2","Men"
1274101,26295,"C-IN2 Men's Grip Compression","Underwear","C-IN2","Men"
1274102,26301,"C-in2 Men's Core No Show Army Trunk with Sling","Underwear","C-IN2","Men"
1274103,26305,"C-IN2 Men's Grip Army Trunk","Underwear","C-IN2","Men"
1274104,26388,"C-IN2 Men's Core Basic Crew Neck Tee","Underwear","C-IN2","Men"
1274105,26392,"C-in2 Men's Core Lo No Show Army Trunk","Underwear","C-IN2","Men"
1274106,26393,"C-in2 Men's Crew Neck Long Sleeve T Shirt","Underwear","C-IN2","Men"
1274107,26421,"C-IN2 Men's Hand Me Down Ringer Vee Neck Tee Shirt","Underwear","C-IN2","Men"
1274108,26439,"C-IN2 Men's Core Basic Square Neck Tank Top","Underwear","C-IN2","Men"
1274109,17339,"C1RCA Men's Icon Zip Fleece","Fashion Hoodies & Sweatshirts","C1RCA","Men"
1274110,17694,"C1RCA Men's Icon Pullover Fleece","Fashion Hoodies & Sweatshirts","C1RCA","Men"
1274111,18006,"C1RCA Men's Gustav Tac Zip Fleece","Fashion Hoodies & Sweatshirts","C1RCA","Men"
1274112,20175,"Tuxedo Vest - Solid Satin with Matching Pin Ascot Turquoise","Suits & Sport Coats","Cardi","Men"
