"date_key","date_id","day","month","year"
448,"2020-03-23","23","03","2020"
449,"2020-03-24","24","03","2020"
450,"2020-03-25","25","03","2020"
451,"2020-03-26","26","03","2020"
452,"2020-03-27","27","03","2020"
453,"2020-03-28","28","03","2020"
454,"2020-03-29","29","03","2020"
455,"2020-03-30","30","03","2020"
456,"2020-03-31","31","03","2020"
457,"2020-04-01","01","04","2020"
458,"2020-04-02","02","04","2020"
459,"2020-04-03","03","04","2020"
460,"2020-04-04","04","04","2020"
461,"2020-04-05","05","04","2020"
462,"2020-04-06","06","04","2020"
463,"2020-04-07","07","04","2020"
464,"2020-04-08","08","04","2020"
465,"2020-04-09","09","04","2020"
466,"2020-04-10","10","04","2020"
467,"2020-04-11","11","04","2020"
468,"2020-04-12","12","04","2020"
469,"2020-04-13","13","04","2020"
470,"2020-04-14","14","04","2020"
471,"2020-04-15","15","04","2020"
472,"2020-04-16","16","04","2020"
473,"2020-04-17","17","04","2020"
474,"2020-04-18","18","04","2020"
475,"2020-04-19","19","04","2020"
476,"2020-04-20","20","04","2020"
477,"2020-04-21","21","04","2020"
478,"2020-04-22","22","04","2020"
479,"2020-04-23","23","04","2020"
480,"2020-04-24","24","04","2020"
481,"2020-04-25","25","04","2020"
482,"2020-04-26","26","04","2020"
483,"2020-04-27","27","04","2020"
484,"2020-04-28","28","04","2020"
485,"2020-04-29","29","04","2020"
486,"2020-04-30","30","04","2020"
487,"2020-05-01","01","05","2020"
488,"2020-05-02","02","05","2020"
489,"2020-05-03","03","05","2020"
490,"2020-05-04","04","05","2020"
491,"2020-05-05","05","05","2020"
492,"2020-05-06","06","05","2020"
493,"2020-05-07","07","05","2020"
494,"2020-05-08","08","05","2020"
495,"2020-05-09","09","05","2020"
496,"2020-05-10","10","05","2020"
497,"2020-05-11","11","05","2020"
498,"2020-05-12","12","05","2020"
499,"2020-05-13","13","05","2020"
500,"2020-05-14","14","05","2020"
501,"2020-05-15","15","05","2020"
502,"2020-05-16","16","05","2020"
503,"2020-05-17","17","05","2020"
504,"2020-05-18","18","05","2020"
505,"2020-05-19","19","05","2020"
506,"2020-05-20","20","05","2020"
507,"2020-05-21","21","05","2020"
508,"2020-05-22","22","05","2020"
509,"2020-05-23","23","05","2020"
510,"2020-05-24","24","05","2020"
511,"2020-05-25","25","05","2020"
512,"2020-05-26","26","05","2020"
513,"2020-05-27","27","05","2020"
514,"2020-05-28","28","05","2020"
515,"2020-05-29","29","05","2020"
516,"2020-05-30","30","05","2020"
517,"2020-05-31","31","05","2020"
518,"2020-06-01","01","06","2020"
519,"2020-06-02","02","06","2020"
520,"2020-06-03","03","06","2020"
521,"2020-06-04","04","06","2020"
522,"2020-06-05","05","06","2020"
523,"2020-06-06","06","06","2020"
524,"2020-06-07","07","06","2020"
525,"2020-06-08","08","06","2020"
526,"2020-06-09","09","06","2020"
527,"2020-06-10","10","06","2020"
528,"2020-06-11","11","06","2020"
529,"2020-06-12","12","06","2020"
530,"2020-06-13","13","06","2020"
531,"2020-06-14","14","06","2020"
532,"2020-06-15","15","06","2020"
533,"2020-06-16","16","06","2020"
534,"2020-06-17","17","06","2020"
535,"2020-06-18","18","06","2020"
536,"2020-06-19","19","06","2020"
537,"2020-06-20","20","06","2020"
538,"2020-06-21","21","06","2020"
539,"2020-06-22","22","06","2020"
540,"2020-06-23","23","06","2020"
541,"2020-06-24","24","06","2020"
542,"2020-06-25","25","06","2020"
543,"2020-06-26","26","06","2020"
544,"2020-06-27","27","06","2020"
545,"2020-06-28","28","06","2020"
546,"2020-06-29","29","06","2020"
547,"2020-06-30","30","06","2020"
548,"2020-07-01","01","07","2020"
549,"2020-07-02","02","07","2020"
550,"2020-07-03","03","07","2020"
551,"2020-07-04","04","07","2020"
552,"2020-07-05","05","07","2020"
553,"2020-07-06","06","07","2020"
554,"2020-07-07","07","07","2020"
555,"2020-07-08","08","07","2020"
556,"2020-07-09","09","07","2020"
557,"2020-07-10","10","07","2020"
558,"2020-07-11","11","07","2020"
559,"2020-07-12","12","07","2020"
560,"2020-07-13","13","07","2020"
561,"2020-07-14","14","07","2020"
562,"2020-07-15","15","07","2020"
563,"2020-07-16","16","07","2020"
564,"2020-07-17","17","07","2020"
565,"2020-07-18","18","07","2020"
566,"2020-07-19","19","07","2020"
567,"2020-07-20","20","07","2020"
568,"2020-07-21","21","07","2020"
569,"2020-07-22","22","07","2020"
570,"2020-07-23","23","07","2020"
571,"2020-07-24","24","07","2020"
572,"2020-07-25","25","07","2020"
573,"2020-07-26","26","07","2020"
574,"2020-07-27","27","07","2020"
575,"2020-07-28","28","07","2020"
576,"2020-07-29","29","07","2020"
577,"2020-07-30","30","07","2020"
578,"2020-07-31","31","07","2020"
579,"2020-08-01","01","08","2020"
580,"2020-08-02","02","08","2020"
581,"2020-08-03","03","08","2020"
582,"2020-08-04","04","08","2020"
583,"2020-08-05","05","08","2020"
584,"2020-08-06","06","08","2020"
585,"2020-08-07","07","08","2020"
586,"2020-08-08","08","08","2020"
587,"2020-08-09","09","08","2020"
588,"2020-08-10","10","08","2020"
589,"2020-08-11","11","08","2020"
590,"2020-08-12","12","08","2020"
591,"2020-08-13","13","08","2020"
592,"2020-08-14","14","08","2020"
593,"2020-08-15","15","08","2020"
594,"2020-08-16","16","08","2020"
595,"2020-08-17","17","08","2020"
596,"2020-08-18","18","08","2020"
597,"2020-08-19","19","08","2020"
598,"2020-08-20","20","08","2020"
599,"2020-08-21","21","08","2020"
600,"2020-08-22","22","08","2020"
601,"2020-08-23","23","08","2020"
602,"2020-08-24","24","08","2020"
603,"2020-08-25","25","08","2020"
604,"2020-08-26","26","08","2020"
605,"2020-08-27","27","08","2020"
606,"2020-08-28","28","08","2020"
607,"2020-08-29","29","08","2020"
608,"2020-08-30","30","08","2020"
609,"2020-08-31","31","08","2020"
610,"2020-09-01","01","09","2020"
611,"2020-09-02","02","09","2020"
612,"2020-09-03","03","09","2020"
613,"2020-09-04","04","09","2020"
614,"2020-09-05","05","09","2020"
615,"2020-09-06","06","09","2020"
616,"2020-09-07","07","09","2020"
617,"2020-09-08","08","09","2020"
618,"2020-09-09","09","09","2020"
619,"2020-09-10","10","09","2020"
620,"2020-09-11","11","09","2020"
621,"2020-09-12","12","09","2020"
622,"2020-09-13","13","09","2020"
623,"2020-09-14","14","09","2020"
624,"2020-09-15","15","09","2020"
625,"2020-09-16","16","09","2020"
626,"2020-09-17","17","09","2020"
627,"2020-09-18","18","09","2020"
628,"2020-09-19","19","09","2020"
629,"2020-09-20","20","09","2020"
630,"2020-09-21","21","09","2020"
631,"2020-09-22","22","09","2020"
632,"2020-09-23","23","09","2020"
633,"2020-09-24","24","09","2020"
634,"2020-09-25","25","09","2020"
635,"2020-09-26","26","09","2020"
636,"2020-09-27","27","09","2020"
637,"2020-09-28","28","09","2020"
638,"2020-09-29","29","09","2020"
639,"2020-09-30","30","09","2020"
640,"2020-10-01","01","10","2020"
641,"2020-10-02","02","10","2020"
642,"2020-10-03","03","10","2020"
643,"2020-10-04","04","10","2020"
644,"2020-10-05","05","10","2020"
645,"2020-10-06","06","10","2020"
646,"2020-10-07","07","10","2020"
647,"2020-10-08","08","10","2020"
648,"2020-10-09","09","10","2020"
649,"2020-10-10","10","10","2020"
650,"2020-10-11","11","10","2020"
651,"2020-10-12","12","10","2020"
652,"2020-10-13","13","10","2020"
653,"2020-10-14","14","10","2020"
654,"2020-10-15","15","10","2020"
655,"2020-10-16","16","10","2020"
656,"2020-10-17","17","10","2020"
657,"2020-10-18","18","10","2020"
658,"2020-10-19","19","10","2020"
659,"2020-10-20","20","10","2020"
660,"2020-10-21","21","10","2020"
661,"2020-10-22","22","10","2020"
662,"2020-10-23","23","10","2020"
663,"2020-10-24","24","10","2020"
664,"2020-10-25","25","10","2020"
665,"2020-10-26","26","10","2020"
666,"2020-10-27","27","10","2020"
667,"2020-10-28","28","10","2020"
668,"2020-10-29","29","10","2020"
669,"2020-10-30","30","10","2020"
670,"2020-10-31","31","10","2020"
671,"2020-11-01","01","11","2020"
672,"2020-11-02","02","11","2020"
673,"2020-11-03","03","11","2020"
674,"2020-11-04","04","11","2020"
675,"2020-11-05","05","11","2020"
676,"2020-11-06","06","11","2020"
677,"2020-11-07","07","11","2020"
678,"2020-11-08","08","11","2020"
679,"2020-11-09","09","11","2020"
680,"2020-11-10","10","11","2020"
681,"2020-11-11","11","11","2020"
682,"2020-11-12","12","11","2020"
683,"2020-11-13","13","11","2020"
684,"2020-11-14","14","11","2020"
685,"2020-11-15","15","11","2020"
686,"2020-11-16","16","11","2020"
687,"2020-11-17","17","11","2020"
688,"2020-11-18","18","11","2020"
689,"2020-11-19","19","11","2020"
690,"2020-11-20","20","11","2020"
691,"2020-11-21","21","11","2020"
692,"2020-11-22","22","11","2020"
693,"2020-11-23","23","11","2020"
694,"2020-11-24","24","11","2020"
695,"2020-11-25","25","11","2020"
696,"2020-11-26","26","11","2020"
697,"2020-11-27","27","11","2020"
698,"2020-11-28","28","11","2020"
699,"2020-11-29","29","11","2020"
700,"2020-11-30","30","11","2020"
701,"2020-12-01","01","12","2020"
702,"2020-12-02","02","12","2020"
703,"2020-12-03","03","12","2020"
704,"2020-12-04","04","12","2020"
705,"2020-12-05","05","12","2020"
706,"2020-12-06","06","12","2020"
707,"2020-12-07","07","12","2020"
708,"2020-12-08","08","12","2020"
709,"2020-12-09","09","12","2020"
710,"2020-12-10","10","12","2020"
711,"2020-12-11","11","12","2020"
712,"2020-12-12","12","12","2020"
713,"2020-12-13","13","12","2020"
714,"2020-12-14","14","12","2020"
715,"2020-12-15","15","12","2020"
716,"2020-12-16","16","12","2020"
717,"2020-12-17","17","12","2020"
718,"2020-12-18","18","12","2020"
719,"2020-12-19","19","12","2020"
720,"2020-12-20","20","12","2020"
721,"2020-12-21","21","12","2020"
722,"2020-12-22","22","12","2020"
723,"2020-12-23","23","12","2020"
724,"2020-12-24","24","12","2020"
725,"2020-12-25","25","12","2020"
726,"2020-12-26","26","12","2020"
727,"2020-12-27","27","12","2020"
728,"2020-12-28","28","12","2020"
729,"2020-12-29","29","12","2020"
730,"2020-12-30","30","12","2020"
731,"2020-12-31","31","12","2020"
732,"2021-01-01","01","01","2021"
733,"2021-01-02","02","01","2021"
734,"2021-01-03","03","01","2021"
735,"2021-01-04","04","01","2021"
736,"2021-01-05","05","01","2021"
737,"2021-01-06","06","01","2021"
738,"2021-01-07","07","01","2021"
739,"2021-01-08","08","01","2021"
740,"2021-01-09","09","01","2021"
741,"2021-01-10","10","01","2021"
742,"2021-01-11","11","01","2021"
743,"2021-01-12","12","01","2021"
744,"2021-01-13","13","01","2021"
745,"2021-01-14","14","01","2021"
746,"2021-01-15","15","01","2021"
747,"2021-01-16","16","01","2021"
748,"2021-01-17","17","01","2021"
749,"2021-01-18","18","01","2021"
750,"2021-01-19","19","01","2021"
751,"2021-01-20","20","01","2021"
752,"2021-01-21","21","01","2021"
753,"2021-01-22","22","01","2021"
754,"2021-01-23","23","01","2021"
755,"2021-01-24","24","01","2021"
756,"2021-01-25","25","01","2021"
757,"2021-01-26","26","01","2021"
758,"2021-01-27","27","01","2021"
759,"2021-01-28","28","01","2021"
760,"2021-01-29","29","01","2021"
761,"2021-01-30","30","01","2021"
762,"2021-01-31","31","01","2021"
763,"2021-02-01","01","02","2021"
764,"2021-02-02","02","02","2021"
765,"2021-02-03","03","02","2021"
766,"2021-02-04","04","02","2021"
767,"2021-02-05","05","02","2021"
768,"2021-02-06","06","02","2021"
769,"2021-02-07","07","02","2021"
770,"2021-02-08","08","02","2021"
771,"2021-02-09","09","02","2021"
772,"2021-02-10","10","02","2021"
773,"2021-02-11","11","02","2021"
774,"2021-02-12","12","02","2021"
775,"2021-02-13","13","02","2021"
776,"2021-02-14","14","02","2021"
